gold,estate,cryto,stock,class,risk,profit
17.58,39.63,1004.84,80.43,B,Y,467.33
27.54,51.43,1012.3,54.82,C,N,439.8
29.79,77.17,1009.68,64,C,Y,432.84
13.83,40.2,1013.28,90.44,A,N,465.53
32.05,77.24,1008.06,67.09,B,Y,432.49
28.14,76.86,1000.7,70.17,B,N,434.68
34.11,73.56,1006.77,45.92,C,Y,432.78
22.83,70.79,1006.36,92.07,C,N,438
21.04,47.43,1007.15,64.82,C,N,450.27
12.39,40.75,1016.05,81.91,C,N,475.96
27.7,72.24,1011.02,67.6,C,N,434.56
16.62,39.99,1007.07,77.14,A,N,463.74
25.27,67.07,1006.34,66.35,C,Y,445.81
9.52,41.26,1020.55,89.73,B,Y,475.44
17.74,58.33,1013.55,81.8,A,N,446.01
22.9,49.3,1003.45,80.95,C,N,441.77
14.86,43.14,1019.21,99.14,B,N,461.14
26.71,66.25,1008.11,79.28,B,N,435.41
13.42,42.86,1013.88,85.13,A,N,473.27
25.82,72.39,1003.4,86.33,C,Y,432.98
15.14,44.21,1019.97,83.86,C,N,463.1
10.17,41.17,1018.58,87.72,C,Y,478.04
27.44,65.59,1010.76,68.67,B,N,441.08
23.94,63.21,1013.52,83.12,A,N,440.15
25.16,74.33,1014.55,76.7,B,N,436.15
12.88,42.74,1026.25,74.54,B,Y,470.89
31.87,67.32,1013.65,36.69,C,Y,435.47
22.18,65.46,1016.74,54.02,C,N,447.92
9.41,41.54,1019.48,82.19,C,Y,481.59
12.17,40.6,1013.59,88.62,B,Y,473.76
30.57,69.71,1008.94,59.99,A,N,439.38
28.16,70.98,1008.51,72.12,C,N,435.04
9.72,43.41,1016.25,76.39,C,Y,474.1
11.9,39.16,1016.53,84.59,C,N,477.75
7.1,41.74,1022.25,91.07,C,N,484.12
11.47,40.27,1005.39,77.4,A,N,479.44
28.19,67.45,1013.97,49.76,C,N,434.77
9.75,36.66,1026.21,70.12,C,N,479.45
7.55,43.65,1019.09,61.71,A,Y,481.61
19.9,56.53,1020.52,78.05,C,N,456.48
12.45,40.56,1017.84,66.52,A,Y,477.41
9.15,39.61,1018.11,75.29,C,N,474.88
14.38,40.66,1016.34,92.37,B,Y,463.1
26.16,67.9,1005.81,61.02,B,N,444.06
22.63,45.61,1014.14,73.06,A,Y,457.88
30.51,70.79,1004.55,56.05,C,Y,428.79
26.2,60.07,1014.75,59.41,C,Y,440.89
25.77,69.04,1009.66,65.49,B,N,445.35
14.74,44.47,1028.29,67.87,C,Y,462.92
17.02,44.85,1014.38,62.66,C,N,459.98
17.68,53.16,1013.09,82.79,A,N,456.86
8.93,40.46,1019.03,71,B,N,472.77
9.49,40.69,1015.09,91.31,A,N,476.67
23.48,72.99,1009.61,88.16,A,N,437.1
22.69,49.21,1012.64,46.83,C,Y,449.01
12.65,44.34,1019.4,71.45,B,Y,468.8
12.79,44.68,1022.51,99.55,B,N,465.75
13.01,41.17,1017.26,76.2,C,Y,469.48
30.76,69.14,1007.63,71.24,B,Y,431.67
22.56,47.43,1006.72,54.82,C,N,448.65
20.7,58.16,1016.73,68.19,B,Y,453.22
21.09,50.9,1012.42,69.09,C,Y,456.09
26.35,59.44,1012.16,63.73,A,Y,443.73
35.1,68.27,1006.96,43.51,A,Y,426.3
14.43,38.28,1014.76,79.76,B,N,467.12
16.32,43.56,1014.4,59.77,C,Y,463.57
12.21,40.64,1020.31,83.84,C,N,464.03
32.13,69.98,1013.3,55.85,B,Y,431.84
25.68,70.32,1009.08,90.48,C,Y,431.32
24.4,62.26,1011.62,70.1,A,N,439.06
6.41,40.81,1026.57,93.51,C,N,484.49
23.38,65.06,1014.12,59.36,C,N,443.8
30.21,75.33,1002.24,66.71,B,N,431.46
22.88,50.23,1016.11,63.77,A,Y,458.08
27.99,71.58,1010.68,68.99,A,Y,435.99
16.01,49.64,1026.35,77.75,C,N,457.8
31.08,59.57,1010.76,60.49,C,N,442.88
23.09,70.02,1010.58,77.85,A,Y,443.27
21.03,69.05,1002.17,75.35,C,N,444.35
12.05,49.83,1008.54,95.11,A,Y,454.18
14.73,54.3,1016.75,67.13,B,N,463.63
32.56,68.14,1004.02,35.04,C,Y,425.11
6.99,40.07,1014.83,54.36,B,N,490.11
18.84,40.79,1005.18,92.46,A,N,459.96
6.18,41.38,1020.23,81.38,C,Y,490.81
13.72,49.83,1006.88,89.49,C,Y,463.65
29.48,59.27,1010.99,51.23,C,Y,440.72
14.35,39.39,1012.92,82.41,C,N,470.53
19.47,43.43,1011.66,69.93,B,Y,451.38
26.92,73.17,1011.42,76.94,A,N,431.29
26.16,70.04,1009.63,73.22,C,Y,432.56
19.77,49.39,1019.02,91.03,C,N,451.05
26.92,62.44,1011.09,70.8,C,N,437.99
27.54,75.6,1018.26,57.89,C,N,440.87
18.75,41.1,1001.97,59.6,B,N,458.31
26.29,68.24,1010.71,76.95,B,N,429.71
27.16,65.61,1014.21,47.93,B,N,441.33
16,39.16,1016.37,77.63,C,Y,468.49
10.38,37.73,1021.5,75.02,C,Y,475.02
30.29,74.16,1008.77,75.23,C,N,431.39
24.69,71.73,1010.13,70.54,B,N,436.78
14.16,40.89,1010.78,82.86,C,Y,471.15
9.97,39.99,1010.09,95,A,Y,477.31
21.96,51.43,1007.28,89.96,C,N,442.87
32.43,68.31,1010.09,42.22,A,Y,439.75
27.99,69.89,1013.94,51.25,A,N,435.79
18.15,45.01,1013.06,72.4,C,N,455.21
8.83,43.56,1014.9,81.55,C,N,482.43
26.62,70.36,1005.15,84.99,C,Y,441.28
32.96,68.31,1010.39,42.33,C,Y,443.57
24.67,68.61,1010.71,57.47,A,N,450.64
27.06,70.47,1007,72.37,C,Y,430.82
25,69.71,1009.23,80.92,B,N,438.38
15.47,38.73,1001.13,77.61,B,Y,467.96
17.36,41.23,998.08,63.46,A,N,459.1
29.62,70.02,1010.09,43.1,C,Y,439.35
13.54,40.69,1015.85,77.55,B,Y,471.05
24.52,59.15,1014.03,74.83,B,Y,439.55
9.73,38.56,1017.18,61.81,B,Y,479.78
20.6,65.12,1015.53,71.57,A,N,452.86
25.16,68.08,1010.89,70.16,B,N,435.78
20.86,63.73,1008.54,96.83,B,N,440.42
10.31,45.01,1018.42,93.67,C,N,473.74
20.37,69.48,1011.04,84.31,C,N,445.81
17.58,44.9,1020.52,71.48,B,Y,459.78
19.04,51.86,1018.05,79.01,C,Y,458.64
25.38,71.73,1009.97,72.6,C,N,434.44
32.81,77.17,1009.17,53.13,B,N,430.53
19.41,67.32,1012.34,78.8,C,N,446.71
21.73,69.05,1001.31,86.64,B,N,439.01
22.29,56.89,1014.39,84.89,A,Y,441.9
29.39,71.14,1010.97,53.88,B,N,430.5
20.08,58.12,1015.53,80.84,B,Y,455.85
16.51,51.86,1022.37,81.18,C,Y,442.48
14.47,42.99,1009.78,91.15,A,N,469
17.37,40.55,1001.19,71.42,C,N,460.97
17.03,43.99,1021.5,82.32,B,Y,460.25
25.91,67.07,1005.66,60.12,A,N,441.74
6.03,40.78,1025.53,98.68,C,Y,480.36
31.9,73.42,1010.82,60.58,A,N,432.27
20.03,47.45,1009.04,77.56,B,Y,450.6
31.23,68.67,1005.82,52.1,B,Y,436.58
13.8,45.08,1023.99,79.72,C,Y,466.71
15.52,41.93,1022.97,52.92,C,Y,471.97
23.68,51.3,1011.86,71.24,C,N,451.67
23.25,70.32,1009.28,86.52,B,Y,437.96
24.58,49.02,1008.85,79.32,C,Y,442.47
8.3,36.3,1015.97,60.62,B,Y,480.58
9.27,42.02,1004.29,95.05,C,N,474.93
15.52,42.86,1015.09,83.48,C,Y,467.12
30.71,68.24,1006.15,34.15,C,Y,429.41
11.47,25.36,1008.27,95.4,A,Y,469.51
30.51,70.94,1007.64,59.42,A,Y,430.91
26.43,66.48,1004.36,55.9,A,N,435.59
28.65,70.32,1008.46,58.13,C,N,433.45
21.38,49.21,1012.49,53.77,C,N,449.66
19.97,59.21,1017.87,83.46,C,N,450.41
19.38,54.9,1017.08,70.46,C,Y,454.1
17.77,44.6,1016.97,54.25,A,Y,460.13
7.04,41.74,1021.91,88.55,B,N,488.99
30.3,69.51,1011.8,50.43,B,N,431.12
14.91,43.34,1015.15,81.56,B,N,461.27
26.87,69.23,1012.71,54.54,B,Y,433.89
18.86,51.43,1010.27,86,B,N,446.91
20.77,43.77,1010.76,63.12,C,Y,453.46
12.2,44.77,1018.64,76.1,C,Y,469.41
16.17,41.79,1005.78,78.8,B,Y,454.72
11.69,35.76,1019.02,55.6,A,N,471.72
9.17,40.67,1019.03,66.21,A,N,487.33
10.82,42.02,996.03,99.34,C,N,475.46
23.08,48.41,1008.44,82.35,B,N,443.5
12.74,39.13,1008.19,94.81,C,N,468.57
26.85,57.19,1007.9,60.04,B,N,438.01
28.44,69.4,1003.98,73.51,C,N,433.44
14.02,42.86,1030.86,68.36,B,N,467.29
14.57,41.79,1007.61,82.85,C,N,457.21
15.4,40.69,1015.1,70.25,A,Y,471.66
16.75,42.23,1013.81,84.98,B,N,464.87
29.83,68.67,1005.33,71.15,A,Y,434.28
26.25,66.56,1008.29,60.65,C,N,436.3
27.17,63.09,1015.59,68.33,C,N,443.66
27.49,71.94,1008.25,68.29,A,N,428.27
11.7,41.16,1017.98,95.71,A,N,462.94
24.37,73.42,1010.19,76.01,C,N,440.29
26.14,61.02,1010.13,66.71,B,Y,436.17
15.91,38.62,1016.2,63.63,C,N,462.25
9.24,41.4,1030.72,87.36,C,N,476.9
14.09,41.66,1009.25,71.4,C,Y,469.93
10.61,37.5,1008.8,100.13,C,N,472.9
28.72,76.86,999.31,71.74,A,N,431.74
16.61,25.88,1009.34,65.47,B,Y,460.97
24.35,51.86,1014.34,67.22,C,N,442.81
26.95,72.24,1011.16,73.14,C,Y,435.65
13.89,41.49,1020.02,86.47,A,N,469.6
20.98,47.43,1007.39,68.15,A,Y,450
24.74,63.87,1016.91,55.65,C,Y,447.02
16.12,45.87,1008.15,86.12,C,Y,457.41
20.94,44.58,1016.98,59.65,A,Y,463.69
21.01,58.96,1014.33,61.8,B,Y,453.88
6.52,35.57,1025.37,78.32,B,Y,486.06
13.14,43.71,1024.47,87.42,B,Y,467.07
13.93,44.47,1025.35,81.54,A,N,469.25
14.46,45.87,1009.21,84.09,C,Y,464.5
21.83,62.91,1011.07,91.34,A,Y,443.76
9.97,41.26,1020.6,91.14,A,Y,475.43
15.09,43.13,1015.71,54.36,B,Y,466.87
25.63,71.58,1010.14,87.57,A,N,433.76
24.17,71.58,1010.16,89.96,B,N,436.27
18.6,43.56,1013.9,51.16,C,N,464.67
31.05,69.13,1000.38,58.49,C,N,426.31
10.19,37.14,1012.74,73.48,C,N,475.01
13.26,41.78,1009.77,61.69,C,Y,467.78
9.66,41.82,1033.19,73.19,A,N,477.67
23.6,62.44,1011.52,78.12,B,N,440.66
15.91,71.14,1019.7,72.65,C,N,458.15
8.79,40.67,1019.5,66.3,A,Y,489.02
30.88,67.83,1008.97,54.99,C,N,425.36
20.98,60.07,1016.26,67.18,A,Y,446.26
14.2,42.86,1031.96,69.59,A,Y,468.63
25.69,57.32,1012.34,44.18,B,Y,441.43
23.65,59.92,1010.19,89.53,C,Y,436.74
15.48,44.99,1011.94,69.95,C,Y,463.92
10.64,39.61,1018.33,66.81,C,Y,471.48
14.48,38.92,1015.6,90.05,B,Y,470.63
10.47,43.14,1010.35,86.86,C,N,476.55
24.65,63.86,1018.37,56.15,B,N,442.89
16.2,45.76,1014.73,89.84,C,Y,460.87
28.61,52.84,1006,45.73,C,N,437.39
23.13,61.47,1008.96,85.5,A,N,438.8
13.55,42.99,1007.58,97.55,B,N,470.82
18.71,54.9,1017.12,74.79,C,N,456.88
14.35,49.83,1006.39,91.23,C,Y,462.54
29.79,69.34,1008.82,65.13,C,N,434.74
29.64,54.2,1013,39.56,B,Y,438.12
15.11,45.01,1017.01,84.39,C,Y,462.21
25.02,60.29,1017.49,54.75,C,N,445.61
23.61,49.16,1002.39,65.63,C,Y,443.5
16.05,38.28,1014.38,73.89,C,N,466.75
19.59,59.87,1018.28,84.83,A,N,449.74
23.23,56.89,1012.87,75.43,B,N,441.85
9.41,43.5,1021,88.74,B,N,473.84
6.63,39.37,1020.33,76.18,C,N,489.16
27.89,69.88,1007.99,85.62,B,Y,430.75
22.54,51.95,1007.29,79.28,B,Y,447.29
14,40.8,1026.17,54.82,A,N,474.87
6.87,39.85,1012.66,83.34,C,N,486.26
30.47,70.02,1009.65,62.03,B,N,435.72
27.33,68.94,1007.04,61.83,A,N,431.96
13.7,34.03,1018.82,69.07,C,Y,470.2
22.03,59.43,1006.88,82.05,C,N,442.9
30.32,74.22,1008.31,53.14,C,N,429.36
17.13,43.79,1016.09,58.94,C,N,465.3
26.3,71.94,1006.64,85.12,C,N,428.83
17.55,48.78,1016.81,91.27,C,Y,455.11
23.34,59.14,1017.47,78.91,C,N,439.6
23.26,58.2,1016.72,57.98,B,N,446.87
8.07,41.17,1019.4,86.43,C,N,484.54
24.45,68.63,1013.38,45.35,A,Y,446.33
18.41,49.69,1006.66,80.55,A,N,454.97
18.22,58.2,1017.09,81.92,B,N,451.04
16.54,42.86,1014.85,78,B,Y,465.26
30.01,65.18,1012.87,43.95,B,Y,436.91
29.19,67.51,1011.48,55.55,C,N,446.97
14.58,41.92,1030.42,61.96,A,N,462.69
19.41,64.45,1009.44,64.05,B,N,452.55
18.95,65.48,1018.17,71.85,C,N,452.85
11.36,40.75,1016.34,85.19,C,N,477.5
23.79,58.49,1011,75.39,C,Y,445.87
16.55,41.93,1022.71,42.73,C,Y,466.77
21.43,59.14,1015.91,64.4,B,Y,448.51
18.98,60.1,1010.09,85.34,C,Y,453.37
16.38,55.5,1019.8,82.44,C,N,464.58
23.26,59.21,1017.71,67.16,B,N,442.38
22.55,69.84,1006.57,76.29,A,N,438.54
10.01,40.78,1023.71,88.11,A,Y,470.82
23.33,54.2,1012.47,79.48,C,Y,440.11
20.89,68.63,1012.6,69.52,C,N,452.05
14.18,53.82,1016.9,64.57,B,Y,465.25
8.94,42.07,1018.9,85.93,C,Y,473.34
28.61,69.84,1004.02,67.26,C,N,428.25
28.59,75.08,1005.58,60.3,C,N,442.7
13.91,40.24,1017.03,85.93,C,Y,466.24
32.21,71.85,1008.25,58.09,A,N,429.15
15.34,43.5,1021.18,79.44,A,N,459.77
27,69.34,1008.88,74.4,B,N,439.26
23.63,65.59,1013.1,76.95,C,Y,440.56
6.79,38.5,1012.61,72.46,A,N,488.69
9.01,40.77,1022.37,90.3,B,Y,470.84
17.92,44.2,1018.97,53.8,A,N,455.37
9.05,40.67,1015.57,75.48,C,Y,486.55
24.17,73.18,1011.72,86.1,C,N,437.27
26.92,63.73,1010.29,68.6,A,Y,440.35
15.59,52.75,1024.3,59.93,A,N,458.87
10.17,41.46,1019.34,83.04,C,N,480.13
10.66,37.5,1009.42,95.86,C,Y,472.86
32.48,69.89,1013.98,46.39,B,N,434.13
29.05,68.24,1007.88,42.67,B,Y,433.92
32.91,73.68,1014.49,50.62,A,N,426.28
6.1,40.07,1020.21,67.24,C,Y,494.43
25.11,63.21,1012.21,83.58,A,Y,443.43
7.89,71.14,1018.4,86.49,B,N,474.66
22.82,69.94,1004.65,73.47,C,Y,437.32
14.13,43.41,1015.26,55.63,C,Y,461.96
9.32,36.3,1027.9,77.02,A,Y,478.55
11.86,40.55,1019.82,91.45,C,Y,473.31
10.05,40.46,1018.71,67.38,B,N,469.06
11.22,40.22,1011.01,81.67,C,Y,476.7
31.68,70.79,1004.05,54.5,C,Y,429.55
10.27,42.34,1022.69,92.78,A,N,474.55
9.34,40.77,1012.14,90.81,C,Y,477.36
28.83,66.44,1008.47,77.49,C,N,430.01
24.01,67.17,1007.44,86.87,A,Y,443.09
9.68,41.48,1018.24,71.04,C,N,473.31
14.86,44.71,1018.3,49.46,C,N,466.38
8.74,36.3,1015.18,61.97,C,Y,438.63
16.55,46.18,1009.97,96.54,A,N,455.8
27.65,48.41,1008.54,58.25,B,Y,440.94
10.1,41.17,1019.18,84.87,C,Y,479.95
28.75,64.84,1009.61,58.24,C,Y,441.3
18.75,63.09,1018.19,87.84,B,Y,450.98
18.32,45,1022.67,46.38,A,Y,471.43
28.62,68.24,1010.15,69.31,C,Y,428.08
11.46,39.1,1010.17,100.15,C,N,470.55
13.92,43.41,1015.12,61.64,C,Y,464.76
22.89,74.78,1009.79,81.57,B,Y,443.7
21.13,47.43,1006.97,64.26,B,Y,448.83
24.78,68.94,1007.29,70.56,C,N,435.93
17.03,47.83,1004.94,79.68,B,Y,460.43
25.41,65.12,1016.01,53.39,B,Y,442.86
21.47,60.93,1006.46,87.83,B,N,442.75
10.8,41.39,1019.74,74.08,A,N,478.75
11.67,36.18,1016.03,61.44,B,Y,472.76
19.61,56.65,1020.64,63.74,C,Y,457.41
21.48,47.43,1006.88,63.54,C,Y,449.2
21.48,66.91,1008.58,84.49,B,Y,447.42
14.17,43.13,1014.94,48.62,C,Y,471.08
24.15,64.63,1020.72,58.06,C,N,448.87
28.81,69.23,1013.14,39.18,C,N,433.74
16.53,46.18,1010.2,95.42,B,N,458.67
22.1,68.12,1012.71,79.77,C,Y,440.08
16.22,50.88,1014.33,100.09,A,Y,454.94
10.9,40.67,1016.66,65.09,B,Y,482.4
13.9,40.2,1013.13,89.91,C,N,464.17
30.61,77.17,1009.49,73.19,C,Y,430.46
5.9,45.87,1013.25,87,C,N,481.27
5.67,45.87,1008.91,93.29,B,Y,478.44
17.82,65.94,1013.44,88.13,B,Y,452.82
9.34,41.49,1020.58,97.59,A,Y,471.04
27.07,66.93,1017.32,55.38,C,N,446.48
25.52,71.98,1006.89,86.94,B,Y,433.42
33.37,79.05,1007.19,62.64,A,Y,430.42
22.25,66.54,1004.64,89.15,C,N,437.19
28.34,63.77,1013.7,61.13,C,Y,439.75
32.87,71.32,1004.36,54.69,A,N,433.15
9.84,40.72,1022.21,77.79,C,N,477.52
15.8,53.82,1015.87,68.48,B,N,463.09
21.96,71.85,1009.38,75.98,B,N,441.52
8.3,40.35,1012.37,98.17,A,Y,481.77
8.39,36.3,1015.39,62.23,C,Y,479.57
12.55,39.58,1010.68,76.9,C,N,472.31
24.37,65.61,1014.5,65.67,A,Y,443.13
33.43,69.88,1006.86,44.84,C,Y,435.59
13.04,41.04,1026.27,69.75,A,Y,464.91
13.52,39.39,1012.91,84.03,C,Y,474.82
11.46,38.91,1012.34,77.37,B,N,477.5
19.75,57.32,1010.76,79.29,C,Y,443.63
7.19,39.37,1019.67,70.77,A,N,480.4
26.76,70.98,1007.64,90.51,A,N,437.83
29.67,71.98,1005.16,67.75,C,N,425.14
32.86,66.44,1010.98,44.99,C,Y,429.32
10.02,52.75,1021.93,73.68,C,N,473.09
17.41,40.55,1003.91,76.87,A,N,461.47
26.53,65.61,1014.29,50.9,C,Y,442.64
29.82,69.75,1010.09,65.02,A,Y,442.6
30.56,69.14,1007.49,71,C,N,432.26
13.92,43.5,1021.14,88.44,C,N,461.45
19.94,38.52,1018.4,55.9,B,N,450.48
21.03,44.78,1007.99,36.82,A,Y,459.72
31.33,65.18,1011.97,36.62,B,N,435.77
11.7,41.16,1019.58,87.49,C,N,464.12
16.94,50.59,1018.75,94.22,A,N,460.64
26.06,67.83,1009.26,66.37,A,N,432.28
15.39,42.28,1007.35,81.35,A,N,467.3
10.98,37.5,1011.12,97.51,A,N,472.34
28.41,74.16,1010.29,72.09,C,Y,439.2
4.88,40.27,1012.66,74.51,C,Y,491.29
6.58,40.67,1020.18,71.07,B,Y,494.84
13.79,40,1016.02,70.17,B,N,461.16
27.16,71.32,1007.81,89.07,C,Y,430.53
7.65,41.01,1024.31,97.17,C,N,475.89
16.3,41.16,1007.88,76.61,B,Y,463.47
23.04,63.86,1019.83,59.78,A,N,446.22
25.74,65.38,1009.6,54.34,B,Y,452.94
24.31,44.05,1006.16,73.3,B,N,442.69
23.43,69.23,1013.09,63.48,B,Y,441.6
14.91,46.9,1019.59,98.1,B,Y,461.73
31.28,75.08,1005.39,49.53,C,Y,438.63
25.84,67.83,1009.26,59.55,A,N,433.32
24.57,49.82,1016.82,65.25,C,Y,452.3
13.42,48.04,1011.63,99.32,B,Y,461.36
25.31,65.59,1011.16,79.71,C,Y,440.96
22.78,59.92,1011.28,88.78,B,Y,440.87
20.19,58.86,1014.3,71.64,C,N,450.67
17.98,39.63,1005.42,82.12,C,N,466.69
22.71,75.23,1010.48,76.86,C,Y,444
13.68,41.7,1019.19,84.07,C,Y,464.46
24.87,65.75,1006.45,65.75,B,N,435.6
7.53,41.74,1022.45,90.85,C,Y,487.25
24.97,68.61,1011,55.04,A,N,453.26
13.55,40.71,1019.13,75.44,C,Y,467.21
8.66,40.11,1032.86,75.31,C,Y,479.76
16.84,45.01,1016.14,75.74,C,N,456.85
23.05,68.67,1006.69,76.43,C,N,447.34
17.7,49.78,1005.19,100.09,C,N,451.24
19.39,68.61,1011.09,96.51,C,N,446.47
30.05,56.9,1007.02,41.96,C,Y,437.55
19.82,63.9,1013.19,78.96,C,Y,449.61
19.1,56.53,1020.18,76.38,B,Y,455.52
17.47,43.56,1014.15,54.71,C,N,460.87
23.86,45.87,1007.71,48.73,C,Y,446.67
26.31,63.77,1014.15,69.36,C,N,440.1
26.74,69.89,1013.96,51.82,A,Y,436.02
9.94,40.46,1018.9,68.51,C,N,473.74
27.01,71.25,1000.46,87.95,A,N,431.38
21.01,51.19,1008.44,81.49,C,N,446.2
34.97,73.56,1006.57,44.69,C,N,435.15
22.51,68.63,1015.1,57.19,B,Y,450.75
21.03,67.45,1015.01,68.59,C,Y,447.11
29.05,75.6,1017.63,51.16,B,Y,439.14
23.6,57.17,1009.84,74.27,C,Y,446.05
5.62,43.65,1017.9,77.43,C,N,481.69
21.16,65.48,1016.99,72.79,C,N,446.37
21.89,58.62,1016.15,74.59,C,Y,450.05
9.66,40.05,1015.78,89.06,A,N,481.14
25.69,59.07,1006.89,82.34,C,N,440.6
8.33,38.08,1018.94,73.78,A,N,481.89
7.32,41.22,1015.42,97.25,A,Y,484.21
21.11,41.67,1012.44,52.86,A,Y,460.33
12.25,40.75,1016.02,82.4,C,Y,475.07
24.57,51.95,1005.8,70.07,C,N,448.15
16.64,48.92,1011.55,78.76,C,N,452.56
11.57,41.54,1020.13,69.14,B,Y,476.89
29.23,75.6,1017.72,52.26,A,Y,438.92
32.37,67.83,1008.32,57.39,C,N,426.76
26.17,58.86,1014.52,51.28,B,Y,443.69
6.05,38.68,1017.46,66.13,C,Y,483.5
8.64,41.66,1014.14,80.44,B,N,481.89
25.91,75.6,1018.23,62.65,B,Y,443.2
25.02,59.92,1009.9,76.27,C,Y,436.64
25.96,68.08,1010.86,67.07,A,Y,435.84
25.5,59.27,1012.92,68.88,C,Y,442.65
14.85,45.01,1013.12,85.53,C,N,460.19
19.06,44.63,1004.23,84.43,C,N,456.54
15.22,41.67,1013.18,67.17,C,Y,469.93
26.07,71.37,1008.6,79.48,C,N,439.25
7.62,44.71,1020.56,69.96,B,N,486.07
16.94,49.64,1024.43,69.22,C,N,459.25
26.18,69.14,1006.54,85.95,C,Y,436
21.91,48.7,1006.89,83.97,C,Y,449.8
23.24,63.78,1017.1,63.8,A,Y,446.95
22.48,50.05,1005.55,82.36,C,N,442.56
12.8,41.16,1022.43,86.19,A,N,462.72
26.17,66.54,1002.23,75.6,C,Y,433.81
29.71,73.18,1012.35,63.06,B,N,427.04
7.41,39.16,1015.23,90.66,A,Y,486.91
16.25,58.16,1018.34,78.59,A,N,458.31
14.28,44.84,1024.84,79.09,C,Y,474.57
22.12,47.93,1005.5,84.47,C,Y,443.41
23.06,63.9,1013.54,65.28,C,N,447.36
13.46,39.85,1012.76,72.94,C,Y,472.5
26.76,49.02,1007.96,70.05,B,N,439.4
28.57,51.43,1012.02,47.79,B,N,450.04
10.31,38.18,1018.02,70.1,A,N,476.31
28.47,69.23,1013.18,40.73,C,Y,434.12
8.35,40.77,1011.77,90.25,B,Y,478.82
24.42,57.32,1011.46,55.92,A,Y,443.94
25.64,50.05,1006.97,67.72,C,Y,440.86
7.69,39.96,1023.9,89.18,C,N,478.05
11.54,45.51,1017.19,83.02,A,N,474.73
15.62,40.89,1007.01,79.21,A,Y,466.15
18.74,45.09,1014.24,41.54,B,Y,456.25
20.12,65.94,1009.93,76.24,B,Y,447.46
17.85,48.14,1017.16,86.68,C,N,451.9
17.21,52.9,1019.91,77.31,B,N,460.88
20.99,67.07,1005.17,82.41,B,Y,442.02
17.69,46.36,1019.55,86.64,B,Y,462.81
20.58,49.15,1021.42,56.15,C,Y,453.87
12.04,38.25,1013.08,82.45,A,Y,472.13
29.07,71.64,1006.07,69.53,B,Y,440.51
21.81,65.46,1013.97,52.16,C,N,444.66
9.48,40.8,1023.82,78.98,C,N,485.36
13.69,44.85,1016.89,79.87,C,N,470.78
32.18,69.75,1009.94,52.91,B,N,438.26
23.48,60.23,1011.91,79.48,C,Y,437.44
27.82,76.09,1007.83,76.07,B,N,434.52
25.26,74.33,1014.79,79.56,B,Y,433.49
14.12,42.99,1007.13,78.16,C,N,468.45
23.14,60.27,1018.51,80.54,C,Y,442.59
17.74,50.88,1015.56,89.78,C,Y,457.71
10.15,41.17,1019.38,82.3,C,Y,480.71
8.35,43.79,1016.2,85.23,C,N,484.21
20.35,68.61,1011.17,86.69,C,Y,450.89
22.06,45.61,1014.3,77.75,C,N,455.61
15.64,44.21,1020.17,83.28,C,Y,462.42
9.32,36.66,1027.46,70.76,A,N,479.13
29.28,65.71,1013.76,48.05,C,N,445.49
7.52,39.61,1018.61,78.96,C,Y,481.54
29.08,67.79,1010.91,55.96,C,N,442.78
7.55,42.85,1011.21,93.25,C,N,484.93
26.51,44.57,1007.56,52.23,C,N,445.32
26.52,63.94,1018.23,42.41,B,N,440.47
8.07,41.17,1019.4,86.43,C,N,484.54
25.35,63.21,1012.31,80.16,C,Y,442.23
11.36,41.48,1012.8,76.16,A,N,465.37
11.89,40.64,1021.29,97.16,B,N,476.99
20.19,66.86,1012.97,64.7,B,Y,454.84
20.04,48.92,1011.14,68.92,B,Y,447.89
10.32,39.28,1016.56,94.13,B,N,478.88
12.01,41.48,1017.75,66.67,B,Y,469.08
23.08,61.86,1013.44,84.64,B,Y,441.44
19.81,66.54,1013.88,80.09,C,N,449.07
24.1,71.29,1007.96,67.56,C,N,442.8
14.47,39.58,1011.31,69.85,B,N,467.34
32.25,77.54,1010.46,54.57,A,Y,430.86
9.51,40.81,1015.69,82.52,B,Y,475.29
12.63,41.48,1009.61,87.69,A,N,461.09
30.91,76.2,1008.53,58.08,C,N,434.94
8.38,39.22,1015.03,75.14,C,N,478.82
22.63,57.17,1009.83,77.43,A,Y,433.54
5.71,40.77,1022.49,87.9,C,Y,487.48
13.09,43.67,1012.22,91.91,C,Y,474.45
22.72,62.4,1010.28,80.79,B,Y,445.22
23.67,72.24,1011.22,90.45,A,Y,435.94
18.19,43.96,1011.87,79.68,B,Y,464.58
25.58,47.01,1014.5,63.53,C,Y,454.39
6.79,40,1019.01,81.83,A,Y,480.83
19.05,62.96,1020.48,83.04,B,Y,454.26
25.32,63.77,1014.55,74.69,A,Y,441.5
15.09,39.52,1017.05,72.43,C,Y,469.8
23.44,72.24,1011.28,88.03,A,Y,438.34
8.26,44.71,1020.85,68.82,C,Y,485.19
17.22,36.71,1013.77,67.92,C,Y,465.32
27.46,68.08,1013.06,46.49,A,Y,433.72
11.52,40.03,1017.56,87.87,C,Y,472.31
27.55,63.13,1012.92,71.29,B,N,440.75
6.5,38.5,1013.92,90.1,C,Y,486.78
13.35,39.58,1012.41,83.45,B,Y,465.85
21.5,59.87,1019.05,76.56,C,N,444.05
22.46,48.41,1008.66,80.85,A,Y,442.57
22.05,63.31,1012.39,76.95,B,N,444.37
